,VIX Tightness Shock,HY Spread Tightness Shock,T10Y2Y Tightness Shock,Equity Market Beta,TIPS Duration Beta,Credit Market Beta,Downside Market Shock,Real Yield Shock
2025-04-14,0.22981119661598287,0.056530281816106545,0.08151915412187093,0.0023913998250746776,0.013625257660791998,0.0641784208781775,0.06546792699009098,0.0026724188037320655
2025-05-14,0.04125701018699805,-0.0004848510060138625,0.027183919662825375,0.08628492630203753,0.023211886046015016,0.012994859447677214,0.036085624314646354,0.05894714376434848
2025-06-13,0.038087522638997895,-0.0002210096576925045,0.030528679705794946,0.026745849710274574,0.005385233904075916,0.006774958023990523,0.08482833673844589,0.05433708834587583
2025-07-16,0.021010219200263795,-0.0006046620855564777,0.031529244371967316,0.0010211846835486496,0.06347127832057586,0.01862840074797019,0.06091880347473753,0.03056175538261295
2025-08-14,-0.0028008446153458826,0.012645673230586003,0.015577173595299643,0.000989269685989475,0.09057385734670069,0.025443935903629224,0.04754501487188873,0.060458883606595896
2025-09-15,-0.007091347961190682,0.009183955042467272,0.07340101171074097,-0.001434407757197575,0.0836605234956409,0.025087216634707973,0.028897104175614894,0.04415621436921916
2025-10-14,0.0248559502472694,0.006456301052058563,0.12052241857207141,0.1276143007181537,0.1642906905723554,0.000958895407905173,0.09905362578265627,0.02892963011428224
2025-11-12,0.05938839720056325,-0.005375163568085042,0.15437914290940258,0.08916674817782333,0.1171072243166893,-0.004525519187873747,0.03536423403467299,0.039103192831999284
2025-12-12,0.058842047341860236,-0.004014386408112993,0.16781157531883167,0.055757668708967464,0.09517856761728433,0.00032756105070682104,0.049549365027905155,0.05801453831964445
2026-01-14,0.2734933692610252,-0.01948157721415466,0.3394164905171536,0.0608739329161072,0.008151006921605381,0.00452572341864868,0.00425811087717636,0.04112936267428618
2026-02-13,0.26920383045038004,-0.004517134214577503,0.253848965795544,0.10199308654226787,-2.2140441174220004e-05,-0.0011849704435507472,0.012579676921854598,0.03236438744345206
2026-03-17,0.22877719935192728,0.03698238116224069,0.2786999438190834,0.08392756821633468,0.01599138875491875,0.005634211046506873,0.02128465908999151,0.001212750749437608
